Habitat	MAGs	GTDB	Quality	Not_Asso_MGE_Aronumber	Asso_MGE_Aronumber
Acid	NMDC60106693	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__SCRD01;s__	Medium-quality	1	0
Acid	NMDC60105528	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__Sulfobacillales;f__Sulfobacillaceae;g__Sulfobacillus_B;s__	Medium-quality	2	0
Acid	NMDC60105082	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__GJ-E10;s__	Medium-quality	2	0
Acid	NMDC60106745	d__Bacteria;p__Myxococcota;c__Myxococcia;o__;f__;g__;s__	High-quality	3	0
Acid	NMDC60106829	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	Medium-quality	1	0
Acid	NMDC60107326	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__	Medium-quality	3	0
Acid	NMDC60101229	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	Medium-quality	4	0
Acid	NMDC60103821	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60102135	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	Medium-quality	1	0
Acid	NMDC60082876	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__S146-88;s__S146-88 sp015492195	Medium-quality	7	0
Acid	NMDC60103879	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__	Medium-quality	1	0
Acid	NMDC60105571	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__	Medium-quality	3	0
Acid	NMDC60104697	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA447;s__UBA447 sp002503205	Medium-quality	0	0
Acid	NMDC60119249	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__JABEUN01;s__	Medium-quality	1	0
Acid	NMDC60105371	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	Medium-quality	1	0
Acid	NMDC60102527	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__	Medium-quality	1	0
Acid	NMDC60102480	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60098809	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__JACPOT01;s__	Medium-quality	0	0
Acid	NMDC60103756	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	Medium-quality	4	0
Acid	NMDC60105775	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665_A;g__;s__	Medium-quality	1	0
Acid	NMDC60102561	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60119276	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia udeis	Medium-quality	15	2
Acid	NMDC60103309	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferriphilus	Medium-quality	3	0
Acid	NMDC60082420	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__JdFR-45;g__JdFR-45;s__	Medium-quality	0	0
Acid	NMDC60083343	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__Kariarchaeaceae;g__WAKA01;s__WAKA01 sp015523565	Medium-quality	0	0
Acid	NMDC60099065	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__	Medium-quality	0	0
Acid	NMDC60102186	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__	Medium-quality	3	0
Acid	NMDC60105033	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-88;g__JACWAF01;s__	Medium-quality	4	0
Acid	NMDC60102921	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Medium-quality	4	0
Acid	NMDC60105285	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	Medium-quality	2	0
Acid	NMDC60105022	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__RBG-13-33-26;s__	Medium-quality	0	0
Acid	NMDC60092499	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__	Medium-quality	0	0
Acid	NMDC60106712	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__VMFF01;g__;s__	Medium-quality	2	0
Acid	NMDC60099014	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__AG-12;s__	Medium-quality	2	0
Acid	NMDC60103563	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Medium-quality	6	0
Acid	NMDC60082110	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	Medium-quality	2	0
Acid	NMDC60103020	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA2770;f__;g__;s__	High-quality	1	1
Acid	NMDC60102633	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JADMIL01;s__	Medium-quality	2	0
Acid	NMDC60102040	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Acidiplasma;s__	High-quality	0	0
Acid	NMDC60102382	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__	Medium-quality	0	0
Acid	NMDC60100408	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	Medium-quality	2	0
Acid	NMDC60065837	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__Palsa-870;s__	Medium-quality	1	0
Acid	NMDC60099272	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAAUTT01;g__JAAUTT01;s__	Medium-quality	2	0
Acid	NMDC60092553	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__	High-quality	2	0
Acid	NMDC60102388	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JABEUL01;g__;s__	Medium-quality	3	0
Acid	NMDC60099448	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Chersky-822;s__	Medium-quality	6	0
Acid	NMDC60106788	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002;s__	Medium-quality	1	0
Acid	NMDC60103894	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__	Medium-quality	2	0
Acid	NMDC60098834	d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__;g__;s__	Medium-quality	2	0
Acid	NMDC60104224	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	Medium-quality	6	0
Acid	NMDC60082786	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDL01;g__JAADDL01;s__JAADDL01 sp015488975	Medium-quality	3	0
Acid	NMDC60106125	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAFGXI01;g__;s__	Medium-quality	2	0
Acid	NMDC60082368	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_B;s__Robiginitomaculum_B sp015485155	High-quality	0	0
Acid	NMDC60098722	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__JACPZF01;f__;g__;s__	Medium-quality	1	0
Acid	NMDC60065762	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__;s__	Medium-quality	2	0
Acid	NMDC60105913	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__CADDZS01;s__	Medium-quality	0	0
Acid	NMDC60099848	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__	Medium-quality	4	0
Acid	NMDC60106377	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__W1033;s__	Medium-quality	1	0
Acid	NMDC60105554	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__Sulfobacillales;f__Sulfobacillaceae;g__Sulfobacillus_B;s__	Medium-quality	1	0
Acid	NMDC60100639	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	Medium-quality	4	0
Acid	NMDC60103381	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__Acidocella facilis	Medium-quality	4	0
Acid	NMDC60102682	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Medium-quality	5	0
Acid	NMDC60101195	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__;s__	Medium-quality	6	0
Acid	NMDC60106775	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__;s__	Medium-quality	1	0
Acid	NMDC60082286	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__S140-20;s__S140-20 sp015484715	Medium-quality	2	0
Acid	NMDC60103777	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__SXXS01;s__SXXS01 sp005791235	Medium-quality	1	0
Acid	NMDC60119270	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__	High-quality	3	0
Acid	NMDC60100822	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__JABEVD01;g__JABEVD01;s__	Medium-quality	3	0
Acid	NMDC60082845	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__S141-3;s__	Medium-quality	1	0
Acid	NMDC60101278	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharomonospora;s__	Medium-quality	3	0
Acid	NMDC60102933	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__	High-quality	1	0
Acid	NMDC60106406	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__B10-G9 sp011039385	Medium-quality	0	0
Acid	NMDC60099593	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__	Medium-quality	4	0
Acid	NMDC60065429	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__Fen-1342;g__DSPM01;s__	Medium-quality	2	0
Acid	NMDC60065457	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus_A;s__	Medium-quality	0	0
Acid	NMDC60083285	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__S012-25;g__S012-25;s__S012-25 sp015487905	Medium-quality	1	0
Acid	NMDC60102161	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60082388	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__S139-71;s__S139-71 sp015484985	Medium-quality	1	0
Acid	NMDC60102198	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60105485	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__	Medium-quality	5	0
Acid	NMDC60100666	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Sulfuritortus;s__	Medium-quality	6	0
Acid	NMDC60099461	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	Medium-quality	2	0
Acid	NMDC60099240	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__;s__	Medium-quality	1	0
Acid	NMDC60101248	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	Medium-quality	2	0
Acid	NMDC60095737	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__	Medium-quality	0	0
Acid	NMDC60098763	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2103;g__C7867-001;s__	Medium-quality	1	0
Acid	NMDC60099377	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	Medium-quality	3	0
Acid	NMDC60119348	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60083312	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__GCA-2401725;s__GCA-2401725 sp015487235	Medium-quality	2	0
Acid	NMDC60106782	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665_A;g__;s__	Medium-quality	1	0
Acid	NMDC60099067	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	Medium-quality	2	0
Acid	NMDC60100676	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__CAIJMU01;s__	Medium-quality	0	0
Acid	NMDC60106759	d__Bacteria;p__Firmicutes_E;c__RBS10-35;o__;f__;g__;s__	Medium-quality	3	0
Acid	NMDC60104836	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	High-quality	3	0
Acid	NMDC60098886	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__BMS3ABIN01;f__BMS3ABIN01;g__;s__	Medium-quality	3	0
Acid	NMDC60098800	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665_A;g__;s__	Medium-quality	1	0
Acid	NMDC60104933	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__;s__	Medium-quality	1	0
Acid	NMDC60102514	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__;s__	Medium-quality	1	0
Acid	NMDC60099647	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	Medium-quality	2	0
Acid	NMDC60100621	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Paludibaculum;s__	Medium-quality	2	0
Acid	NMDC60099395	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	Medium-quality	2	0
Acid	NMDC60098585	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__	Medium-quality	1	0
Acid	NMDC60098959	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__	Medium-quality	2	0
Acid	NMDC60099757	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60101181	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__	Medium-quality	1	0
Acid	NMDC60100042	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__	High-quality	1	0
Acid	NMDC60106761	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__UBA665;s__UBA665 sp002299835	Medium-quality	3	0
Acid	NMDC60083298	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__S012-109;s__S012-109 sp015488555	High-quality	5	0
Acid	NMDC60082512	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__WFUO01;f__WFUO01;g__;s__	Medium-quality	3	0
Acid	NMDC60102147	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	Medium-quality	2	0
Acid	NMDC60102655	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA582;s__	Medium-quality	1	0
Acid	NMDC60105505	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea flava	Medium-quality	1	0
Acid	NMDC60101946	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	High-quality	1	0
Acid	NMDC60083317	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__WFYI01;s__WFYI01 sp015490155	Medium-quality	0	0
Acid	NMDC60099594	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisoma;s__	Medium-quality	3	0
Acid	NMDC60106388	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__J009;g__J009;s__J009 sp003696765	Medium-quality	2	0
Acid	NMDC60101212	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	Medium-quality	3	0
Acid	NMDC60101125	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__Sulfobacillales;f__;g__;s__	Medium-quality	5	0
Acid	NMDC60101953	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Fen-1166;s__	Medium-quality	5	1
Acid	NMDC60101184	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__JABEUX01;s__	Medium-quality	2	0
Acid	NMDC60106366	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Pyrodictiaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60106724	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__CAJBBX01;g__DTKV01;s__	Medium-quality	1	0
Acid	NMDC60119205	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665_A;g__;s__	Medium-quality	0	0
Acid	NMDC60101410	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__	Medium-quality	2	0
Acid	NMDC60119277	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	High-quality	1	0
Acid	NMDC60121255	d__Bacteria;p__Firmicutes_E;c__Sulfobacillia;o__Sulfobacillales;f__Sulfobacillaceae;g__Sulfobacillus_B;s__	Medium-quality	5	0
Acid	NMDC60119268	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__	Medium-quality	1	0
Acid	NMDC60106840	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	Medium-quality	3	0
Acid	NMDC60099426	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__J093;g__;s__	High-quality	1	0
Acid	NMDC60099729	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__JdFR-88;g__JACWAF01;s__	Medium-quality	0	0
Acid	NMDC60100539	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__	Medium-quality	6	0
Acid	NMDC60083306	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas sp015487265	Medium-quality	1	0
Acid	NMDC60065818	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__	Medium-quality	0	0
Acid	NMDC60106836	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60100890	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__;s__	Medium-quality	2	0
Acid	NMDC60102529	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Marsarchaeales;f__Marsarchaeaceae;g__ECH-B-1;s__	High-quality	3	0
Acid	NMDC60099796	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrimicrobium;s__	Medium-quality	2	0
Acid	NMDC60083296	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__AB-137-C09;s__AB-137-C09 sp015488125	Medium-quality	1	0
Acid	NMDC60104655	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum_A;s__	Medium-quality	0	0
Acid	NMDC60079361	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp903944085	Medium-quality	3	0
Acid	NMDC60102204	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Palsa-601;s__	High-quality	3	0
Acid	NMDC60083305	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S012-15;s__	Medium-quality	3	0
Acid	NMDC60103476	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__	Medium-quality	1	0
Acid	NMDC60106407	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__S146-37;s__S146-37 sp015492755	Medium-quality	4	0
Acid	NMDC60098497	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__JAAOYE01;s__	Medium-quality	1	0
Acid	NMDC60099454	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__CAINVV01;s__	Medium-quality	3	0
Acid	NMDC60102531	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60098953	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665_A;g__;s__	Medium-quality	1	0
Acid	NMDC60103080	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__;s__	Medium-quality	1	0
Acid	NMDC60100005	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA447;s__	Medium-quality	0	0
Acid	NMDC60106151	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Hydrogenophilus;s__Hydrogenophilus thermoluteolus	Medium-quality	5	0
Acid	NMDC60095817	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Vulcanisaeta;s__Vulcanisaeta moutnovskia	Medium-quality	1	0
Acid	NMDC60099482	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__	Medium-quality	4	0
Acid	NMDC60103239	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__2-12-FULL-49-11;f__2-12-FULL-49-11;g__;s__	Medium-quality	1	0
Acid	NMDC60065431	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__S139-71;s__	Medium-quality	3	0
Acid	NMDC60079282	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__GAS474;g__GAS474;s__GAS474 sp903889845	Medium-quality	8	0
Acid	NMDC60105130	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__2-12-FULL-64-23;s__	Medium-quality	2	0
Acid	NMDC60104704	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus thiooxidans	Medium-quality	0	0
Acid	NMDC60104019	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__	Medium-quality	0	0
Acid	NMDC60100332	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	Medium-quality	0	0
Acid	NMDC60103271	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	Medium-quality	5	0
Acid	NMDC60106709	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	High-quality	3	0
